key;scientificName;decimalLatitude;decimalLongitude;issues;datasetKey;basisOfRecord;occurrenceStatus;acceptedScientificName;kingdom;phylum;family;genus;species;genericName;specificEpithet;taxonRank;taxonomicStatus;iucnRedListCategory;class
4926195725;Basiliscus basiliscus (Linnaeus, 1758);9,248371;-74,49351;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Basiliscus basiliscus (Linnaeus, 1758);Animalia;Chordata;Corytophanidae;Basiliscus;Basiliscus basiliscus;Basiliscus;basiliscus;SPECIES;ACCEPTED;LC;Squamata
4921983121;Iguana iguana (Linnaeus, 1758);11,296093;-73,89241;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Iguana iguana (Linnaeus, 1758);Animalia;Chordata;Iguanidae;Iguana;Iguana iguana;Iguana;iguana;SPECIES;ACCEPTED;LC;Squamata
4921750234;Cnemidophorus gaigei Ruthven, 1915;11,336203;-73,99095;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Cnemidophorus gaigei Ruthven, 1915;Animalia;Chordata;Teiidae;Cnemidophorus;Cnemidophorus gaigei;Cnemidophorus;gaigei;SPECIES;ACCEPTED;NE;Squamata
4921507349;Leptodeira ashmeadii (Hallowell, 1845);11,327365;-73,992453;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Leptodeira ashmeadii (Hallowell, 1845);Animalia;Chordata;Colubridae;Leptodeira;Leptodeira ashmeadii;Leptodeira;ashmeadii;SPECIES;ACCEPTED;NE;Squamata
4921622326;Engystomops pustulosus (Cope, 1864);11,329133;-73,991165;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Engystomops pustulosus (Cope, 1864);Animalia;Chordata;Leptodactylidae;Engystomops;Engystomops pustulosus;Engystomops;pustulosus;SPECIES;ACCEPTED;LC;Amphibia
4921461331;Rhinella horribilis (Wiegmann, 1833);11,3346;-73,991281;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Rhinella horribilis (Wiegmann, 1833);Animalia;Chordata;Bufonidae;Rhinella;Rhinella horribilis;Rhinella;horribilis;SPECIES;ACCEPTED;NE;Amphibia
4926352766;Cebus malitiosus Elliot, 1909;11,349282;-73,940558;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Cebus malitiosus Elliot, 1909;Animalia;Chordata;Cebidae;Cebus;Cebus malitiosus;Cebus;malitiosus;SPECIES;ACCEPTED;EN;Mammalia
4923953531;Tachiramantis Heinicke, Barrio-Amorós & Hedges, 2015;11,019259;-74,137627;cdc,cdround,txmathi;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Tachiramantis Heinicke, Barrio-Amorós & Hedges, 2015;Animalia;Chordata;Craugastoridae;Tachiramantis;NA;Tachiramantis;NA;GENUS;ACCEPTED;NE;Amphibia
4926285655;Atractus sanctaemartae Dunn, 1946;11,098162;-74,060554;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Atractus sanctaemartae Dunn, 1946;Animalia;Chordata;Colubridae;Atractus;Atractus sanctaemartae;Atractus;sanctaemartae;SPECIES;ACCEPTED;LC;Squamata
4926362822;Alouatta seniculus (Linnaeus, 1766);11,096847;-74,068691;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Alouatta seniculus (Linnaeus, 1766);Animalia;Chordata;Atelidae;Alouatta;Alouatta seniculus;Alouatta;seniculus;SPECIES;ACCEPTED;LC;Mammalia
4926309117;Cnemidophorus gaigei Ruthven, 1915;11,32223;-73,956688;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Cnemidophorus gaigei Ruthven, 1915;Animalia;Chordata;Teiidae;Cnemidophorus;Cnemidophorus gaigei;Cnemidophorus;gaigei;SPECIES;ACCEPTED;NE;Squamata
4926356735;Dendrobates truncatus (Cope, 1861);11,322405;-73,958755;cdc;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Dendrobates truncatus (Cope, 1861);Animalia;Chordata;Dendrobatidae;Dendrobates;Dendrobates truncatus;Dendrobates;truncatus;SPECIES;ACCEPTED;LC;Amphibia
4925901112;Cebus malitiosus Elliot, 1909;11,209929;-73,926523;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Cebus malitiosus Elliot, 1909;Animalia;Chordata;Cebidae;Cebus;Cebus malitiosus;Cebus;malitiosus;SPECIES;ACCEPTED;EN;Mammalia
4926016052;Cnemidophorus gaigei Ruthven, 1915;11,308553;-73,935822;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Cnemidophorus gaigei Ruthven, 1915;Animalia;Chordata;Teiidae;Cnemidophorus;Cnemidophorus gaigei;Cnemidophorus;gaigei;SPECIES;ACCEPTED;NE;Squamata
4925893568;Stenocercus erythrogaster (Hallowell, 1856);11,151885;-74,111305;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Stenocercus erythrogaster (Hallowell, 1856);Animalia;Chordata;Tropiduridae;Stenocercus;Stenocercus erythrogaster;Stenocercus;erythrogaster;SPECIES;ACCEPTED;LC;Squamata
4926107606;Rhinella humboldti (Gallardo, 1965);11,273723;-73,917343;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Rhinella humboldti (Gallardo, 1965);Animalia;Chordata;Bufonidae;Rhinella;Rhinella humboldti;Rhinella;humboldti;SPECIES;ACCEPTED;NE;Amphibia
4925883863;Saguinus oedipus (Linnaeus, 1758);11,297047;-73,89114;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Saguinus oedipus (Linnaeus, 1758);Animalia;Chordata;Callitrichidae;Saguinus;Saguinus oedipus;Saguinus;oedipus;SPECIES;ACCEPTED;CR;Mammalia
4925901421;Cnemidophorus gaigei Ruthven, 1915;11,290501;-73,913555;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Cnemidophorus gaigei Ruthven, 1915;Animalia;Chordata;Teiidae;Cnemidophorus;Cnemidophorus gaigei;Cnemidophorus;gaigei;SPECIES;ACCEPTED;NE;Squamata
4926326216;Cebus malitiosus Elliot, 1909;11,218608;-73,91469;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Cebus malitiosus Elliot, 1909;Animalia;Chordata;Cebidae;Cebus;Cebus malitiosus;Cebus;malitiosus;SPECIES;ACCEPTED;EN;Mammalia
4926356260;Alouatta seniculus (Linnaeus, 1766);11,304109;-73,939392;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Alouatta seniculus (Linnaeus, 1766);Animalia;Chordata;Atelidae;Alouatta;Alouatta seniculus;Alouatta;seniculus;SPECIES;ACCEPTED;LC;Mammalia
4926329364;Cnemidophorus gaigei Ruthven, 1915;11,304056;-73,939113;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Cnemidophorus gaigei Ruthven, 1915;Animalia;Chordata;Teiidae;Cnemidophorus;Cnemidophorus gaigei;Cnemidophorus;gaigei;SPECIES;ACCEPTED;NE;Squamata
4926269314;Sciurus granatensis Humboldt, 1811;11,275476;-73,918605;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Sciurus granatensis Humboldt, 1811;Animalia;Chordata;Sciuridae;Sciurus;Sciurus granatensis;Sciurus;granatensis;SPECIES;ACCEPTED;LC;Mammalia
4935794568;Rhinella humboldti (Gallardo, 1965);11,273111;-73,914606;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Rhinella humboldti (Gallardo, 1965);Animalia;Chordata;Bufonidae;Rhinella;Rhinella humboldti;Rhinella;humboldti;SPECIES;ACCEPTED;NE;Amphibia
4936665299;Iguana iguana (Linnaeus, 1758);11,312078;-73,940033;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Iguana iguana (Linnaeus, 1758);Animalia;Chordata;Iguanidae;Iguana;Iguana iguana;Iguana;iguana;SPECIES;ACCEPTED;LC;Squamata
4936810756;Engystomops pustulosus (Cope, 1864);11,271845;-73,925575;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Engystomops pustulosus (Cope, 1864);Animalia;Chordata;Leptodactylidae;Engystomops;Engystomops pustulosus;Engystomops;pustulosus;SPECIES;ACCEPTED;LC;Amphibia
4935913720;Geobatrachus walkeri Ruthven, 1915;11,057577;-74,13454;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Geobatrachus walkeri Ruthven, 1915;Animalia;Chordata;Craugastoridae;Geobatrachus;Geobatrachus walkeri;Geobatrachus;walkeri;SPECIES;ACCEPTED;EN;Amphibia
4936646397;Basiliscus basiliscus (Linnaeus, 1758);11,240355;-74,211023;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Basiliscus basiliscus (Linnaeus, 1758);Animalia;Chordata;Corytophanidae;Basiliscus;Basiliscus basiliscus;Basiliscus;basiliscus;SPECIES;ACCEPTED;LC;Squamata
4022251543;Tachiramantis Heinicke, Barrio-Amorós & Hedges, 2015;11,13157;-74,178692;cdc,cdround,txmathi;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Tachiramantis Heinicke, Barrio-Amorós & Hedges, 2015;Animalia;Chordata;Craugastoridae;Tachiramantis;NA;Tachiramantis;NA;GENUS;ACCEPTED;NE;Amphibia
4011894347;Porthidium lansbergii lansbergii;11,267851;-74,080137;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Porthidium lansbergii lansbergii;Animalia;Chordata;Viperidae;Porthidium;Porthidium lansbergii;Porthidium;lansbergii;SUBSPECIES;ACCEPTED;NA;Squamata
4022071759;Tachiramantis Heinicke, Barrio-Amorós & Hedges, 2015;11,027926;-74,031766;cdc,cdround,txmathi;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Tachiramantis Heinicke, Barrio-Amorós & Hedges, 2015;Animalia;Chordata;Craugastoridae;Tachiramantis;NA;Tachiramantis;NA;GENUS;ACCEPTED;NE;Amphibia
4021982806;Tachiramantis Heinicke, Barrio-Amorós & Hedges, 2015;11,188139;-74,025423;cdc,cdround,txmathi;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Tachiramantis Heinicke, Barrio-Amorós & Hedges, 2015;Animalia;Chordata;Craugastoridae;Tachiramantis;NA;Tachiramantis;NA;GENUS;ACCEPTED;NE;Amphibia
4022055651;Basiliscus basiliscus barbouri Ruthven, 1914;11,278045;-73,93248;cdc;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Basiliscus basiliscus barbouri Ruthven, 1914;Animalia;Chordata;Corytophanidae;Basiliscus;Basiliscus basiliscus;Basiliscus;basiliscus;SUBSPECIES;ACCEPTED;NA;Squamata
4852652832;Rhinella horribilis (Wiegmann, 1833);11,278145;-73,931655;cdc;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Rhinella horribilis (Wiegmann, 1833);Animalia;Chordata;Bufonidae;Rhinella;Rhinella horribilis;Rhinella;horribilis;SPECIES;ACCEPTED;NE;Amphibia
4021947447;Rhinella humboldti (Gallardo, 1965);11,278047;-73,931612;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Rhinella humboldti (Gallardo, 1965);Animalia;Chordata;Bufonidae;Rhinella;Rhinella humboldti;Rhinella;humboldti;SPECIES;ACCEPTED;NE;Amphibia
4022163803;Imantodes cenchoa (Linnaeus, 1758);11,286378;-73,913887;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Imantodes cenchoa (Linnaeus, 1758);Animalia;Chordata;Colubridae;Imantodes;Imantodes cenchoa;Imantodes;cenchoa;SPECIES;ACCEPTED;LC;Squamata
4022273628;Iguana iguana (Linnaeus, 1758);11,276833;-73,927497;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Iguana iguana (Linnaeus, 1758);Animalia;Chordata;Iguanidae;Iguana;Iguana iguana;Iguana;iguana;SPECIES;ACCEPTED;LC;Squamata
4014964248;Sibon nebulatus (Linnaeus, 1758);11,142179;-74,117538;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Sibon nebulatus (Linnaeus, 1758);Animalia;Chordata;Colubridae;Sibon;Sibon nebulatus;Sibon;nebulatus;SPECIES;ACCEPTED;LC;Squamata
4046412579;Dasyprocta punctata Gray, 1842;11,299664;-73,916094;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Dasyprocta punctata Gray, 1842;Animalia;Chordata;Dasyproctidae;Dasyprocta;Dasyprocta punctata;Dasyprocta;punctata;SPECIES;ACCEPTED;LC;Mammalia
4018206997;Cebus malitiosus Elliot, 1909;11,355391;-73,884886;cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Cebus malitiosus Elliot, 1909;Animalia;Chordata;Cebidae;Cebus;Cebus malitiosus;Cebus;malitiosus;SPECIES;ACCEPTED;EN;Mammalia
4852631794;Rhinella humboldti (Gallardo, 1965);11,268436;-73,951493;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Rhinella humboldti (Gallardo, 1965);Animalia;Chordata;Bufonidae;Rhinella;Rhinella humboldti;Rhinella;humboldti;SPECIES;ACCEPTED;NE;Amphibia
4021982141;Basiliscus basiliscus (Linnaeus, 1758);11,206942;-73,884301;cdc,cdround;50c9509d-22c7-4a22-a47d-8c48425ef4a7;HUMAN_OBSERVATION;PRESENT;Basiliscus basiliscus (Linnaeus, 1758);Animalia;Chordata;Corytophanidae;Basiliscus;Basiliscus basiliscus;Basiliscus;basiliscus;SPECIES;ACCEPTED;LC;Squamata
