"";"key";"scientificName";"decimalLatitude";"decimalLongitude";"datasetKey";"basisOfRecord";"occurrenceStatus";"acceptedScientificName";"kingdom";"phylum";"order";"family";"genus";"species";"taxonRank";"taxonomicStatus";"iucnRedListCategory";"continent";"stateProvince";"year"
"1";"4510334177";"Dasyprocta punctata Gray, 1842";11,145097;-74,114771;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Dasyprocta punctata Gray, 1842";"Animalia";"Chordata";"Rodentia";"Dasyproctidae";"Dasyprocta";"Dasyprocta punctata";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"2";"4936855480";"Saguinus oedipus (Linnaeus, 1758)";11,256999;-74,169461;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Saguinus oedipus (Linnaeus, 1758)";"Animalia";"Chordata";"Primates";"Callitrichidae";"Saguinus";"Saguinus oedipus";"SPECIES";"ACCEPTED";"CR";"SOUTH_AMERICA";"Magdalena";2024
"3";"4512238973";"Cebus malitiosus Elliot, 1909";11,235401;-73,955896;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Cebus malitiosus Elliot, 1909";"Animalia";"Chordata";"Primates";"Cebidae";"Cebus";"Cebus malitiosus";"SPECIES";"ACCEPTED";"EN";"SOUTH_AMERICA";"Magdalena";2024
"4";"4516701288";"Alouatta seniculus (Linnaeus, 1766)";11,0919;-74,073119;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Alouatta seniculus (Linnaeus, 1766)";"Animalia";"Chordata";"Primates";"Atelidae";"Alouatta";"Alouatta seniculus";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"5";"4516613051";"Alouatta seniculus (Linnaeus, 1766)";11,289402;-73,913723;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Alouatta seniculus (Linnaeus, 1766)";"Animalia";"Chordata";"Primates";"Atelidae";"Alouatta";"Alouatta seniculus";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"6";"4516840799";"Cerdocyon thous (Linnaeus, 1766)";11,299606;-73,915977;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Cerdocyon thous (Linnaeus, 1766)";"Animalia";"Chordata";"Carnivora";"Canidae";"Cerdocyon";"Cerdocyon thous";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"7";"4516680807";"Sciurus granatensis Humboldt, 1811";11,096781;-74,069636;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Sciurus granatensis Humboldt, 1811";"Animalia";"Chordata";"Rodentia";"Sciuridae";"Sciurus";"Sciurus granatensis";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"8";"4925823329";"Cebus malitiosus Elliot, 1909";11,298963;-74,156289;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Cebus malitiosus Elliot, 1909";"Animalia";"Chordata";"Primates";"Cebidae";"Cebus";"Cebus malitiosus";"SPECIES";"ACCEPTED";"EN";"SOUTH_AMERICA";"Magdalena";2024
"9";"4522700824";"Saguinus oedipus (Linnaeus, 1758)";11,252549;-73,812259;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Saguinus oedipus (Linnaeus, 1758)";"Animalia";"Chordata";"Primates";"Callitrichidae";"Saguinus";"Saguinus oedipus";"SPECIES";"ACCEPTED";"CR";"SOUTH_AMERICA";"Magdalena";2024
"10";"4522686867";"Alouatta seniculus (Linnaeus, 1766)";11,357771;-73,882285;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Alouatta seniculus (Linnaeus, 1766)";"Animalia";"Chordata";"Primates";"Atelidae";"Alouatta";"Alouatta seniculus";"SPECIES";"ACCEPTED";"LC";NA;"Magdalena";2024
"11";"4522727781";"Dasyprocta punctata Gray, 1842";11,291193;-73,91423;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Dasyprocta punctata Gray, 1842";"Animalia";"Chordata";"Rodentia";"Dasyproctidae";"Dasyprocta";"Dasyprocta punctata";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"12";"4901952420";"Alouatta seniculus (Linnaeus, 1766)";11,29097;-73,915802;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Alouatta seniculus (Linnaeus, 1766)";"Animalia";"Chordata";"Primates";"Atelidae";"Alouatta";"Alouatta seniculus";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"13";"4600015378";"Aotus griseimembra Elliot, 1912";11,324175;-73,97733;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Aotus griseimembra Elliot, 1912";"Animalia";"Chordata";"Primates";"Aotidae";"Aotus";"Aotus griseimembra";"SPECIES";"ACCEPTED";"VU";"SOUTH_AMERICA";"Magdalena";2024
"14";"4525064385";"Saguinus oedipus (Linnaeus, 1758)";11,270757;-73,926529;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Saguinus oedipus (Linnaeus, 1758)";"Animalia";"Chordata";"Primates";"Callitrichidae";"Saguinus";"Saguinus oedipus";"SPECIES";"ACCEPTED";"CR";"SOUTH_AMERICA";"Magdalena";2024
"15";"4535587228";"Saccopteryx bilineata (Temminck, 1838)";11,301095;-73,917895;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Saccopteryx bilineata (Temminck, 1838)";"Animalia";"Chordata";"Chiroptera";"Emballonuridae";"Saccopteryx";"Saccopteryx bilineata";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"16";"4535804252";"Uroderma bilobatum convexum Lyon, 1902";11,301095;-73,917895;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Uroderma convexum Lyon, 1902";"Animalia";"Chordata";"Chiroptera";"Phyllostomidae";"Uroderma";"Uroderma convexum";"SUBSPECIES";"SYNONYM";NA;"SOUTH_AMERICA";"Magdalena";2024
"17";"4535610233";"Uroderma bilobatum convexum Lyon, 1902";11,302944;-73,923424;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Uroderma convexum Lyon, 1902";"Animalia";"Chordata";"Chiroptera";"Phyllostomidae";"Uroderma";"Uroderma convexum";"SUBSPECIES";"SYNONYM";NA;"SOUTH_AMERICA";"Magdalena";2024
"18";"4535788133";"Uroderma bilobatum Peters, 1866";11,302944;-73,923424;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Uroderma bilobatum Peters, 1866";"Animalia";"Chordata";"Chiroptera";"Phyllostomidae";"Uroderma";"Uroderma bilobatum";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"19";"4528050514";"Uroderma bilobatum Peters, 1866";11,302944;-73,923424;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Uroderma bilobatum Peters, 1866";"Animalia";"Chordata";"Chiroptera";"Phyllostomidae";"Uroderma";"Uroderma bilobatum";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"20";"4606841436";"Uroderma bilobatum Peters, 1866";11,29581;-73,912161;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Uroderma bilobatum Peters, 1866";"Animalia";"Chordata";"Chiroptera";"Phyllostomidae";"Uroderma";"Uroderma bilobatum";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"21";"4535817199";"Coendou longicaudatus Daudin, 1802";11,29581;-73,912161;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Coendou longicaudatus Daudin, 1802";"Animalia";"Chordata";"Rodentia";"Erethizontidae";"Coendou";"Coendou longicaudatus";"SPECIES";"ACCEPTED";"NE";"SOUTH_AMERICA";"Magdalena";2024
"22";"4528304622";"Alouatta seniculus (Linnaeus, 1766)";11,297066;-73,913561;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Alouatta seniculus (Linnaeus, 1766)";"Animalia";"Chordata";"Primates";"Atelidae";"Alouatta";"Alouatta seniculus";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"23";"4606658873";"Uroderma bilobatum convexum Lyon, 1902";11,297066;-73,913561;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Uroderma convexum Lyon, 1902";"Animalia";"Chordata";"Chiroptera";"Phyllostomidae";"Uroderma";"Uroderma convexum";"SUBSPECIES";"SYNONYM";NA;"SOUTH_AMERICA";"Magdalena";2024
"24";"4528066505";"Cerdocyon thous (Linnaeus, 1766)";11,290892;-73,900881;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Cerdocyon thous (Linnaeus, 1766)";"Animalia";"Chordata";"Carnivora";"Canidae";"Cerdocyon";"Cerdocyon thous";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"25";"4535884206";"Coendou longicaudatus Daudin, 1802";11,288899;-73,905272;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Coendou longicaudatus Daudin, 1802";"Animalia";"Chordata";"Rodentia";"Erethizontidae";"Coendou";"Coendou longicaudatus";"SPECIES";"ACCEPTED";"NE";"SOUTH_AMERICA";"Magdalena";2024
"26";"4535898174";"Sciurus granatensis Humboldt, 1811";11,142762;-74,118442;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Sciurus granatensis Humboldt, 1811";"Animalia";"Chordata";"Rodentia";"Sciuridae";"Sciurus";"Sciurus granatensis";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"27";"4901473855";"Alouatta seniculus (Linnaeus, 1766)";11,097575;-74,070808;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Alouatta seniculus (Linnaeus, 1766)";"Animalia";"Chordata";"Primates";"Atelidae";"Alouatta";"Alouatta seniculus";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"28";"4599753883";"Sciurus granatensis Humboldt, 1811";11,096824;-74,069512;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Sciurus granatensis Humboldt, 1811";"Animalia";"Chordata";"Rodentia";"Sciuridae";"Sciurus";"Sciurus granatensis";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"29";"4901908467";"Alouatta seniculus (Linnaeus, 1766)";11,289667;-73,915316;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Alouatta seniculus (Linnaeus, 1766)";"Animalia";"Chordata";"Primates";"Atelidae";"Alouatta";"Alouatta seniculus";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"30";"4901027865";"Aotus griseimembra Elliot, 1912";11,298796;-73,833779;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Aotus griseimembra Elliot, 1912";"Animalia";"Chordata";"Primates";"Aotidae";"Aotus";"Aotus griseimembra";"SPECIES";"ACCEPTED";"VU";"SOUTH_AMERICA";"Magdalena";2024
"31";"4607435565";"Saguinus oedipus (Linnaeus, 1758)";11,225148;-73,973613;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Saguinus oedipus (Linnaeus, 1758)";"Animalia";"Chordata";"Primates";"Callitrichidae";"Saguinus";"Saguinus oedipus";"SPECIES";"ACCEPTED";"CR";"SOUTH_AMERICA";"Magdalena";2024
"32";"4607061710";"Cebus malitiosus Elliot, 1909";11,298662;-73,950702;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Cebus malitiosus Elliot, 1909";"Animalia";"Chordata";"Primates";"Cebidae";"Cebus";"Cebus malitiosus";"SPECIES";"ACCEPTED";"EN";"SOUTH_AMERICA";"Magdalena";2024
"33";"4606796882";"Tamandua mexicana (Saussure, 1860)";11,299538;-73,916405;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Tamandua mexicana (Saussure, 1860)";"Animalia";"Chordata";"Pilosa";"Myrmecophagidae";"Tamandua";"Tamandua mexicana";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"34";"4606837019";"Uroderma bilobatum Peters, 1866";11,310972;-73,934387;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Uroderma bilobatum Peters, 1866";"Animalia";"Chordata";"Chiroptera";"Phyllostomidae";"Uroderma";"Uroderma bilobatum";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"35";"4606705223";"Saguinus oedipus (Linnaeus, 1758)";11,395705;-73,981898;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Saguinus oedipus (Linnaeus, 1758)";"Animalia";"Chordata";"Primates";"Callitrichidae";"Saguinus";"Saguinus oedipus";"SPECIES";"ACCEPTED";"CR";NA;"Magdalena";2024
"36";"4607481054";"Uroderma bilobatum Peters, 1866";11,30413;-73,92858;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Uroderma bilobatum Peters, 1866";"Animalia";"Chordata";"Chiroptera";"Phyllostomidae";"Uroderma";"Uroderma bilobatum";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"37";"4901856034";"Alouatta seniculus (Linnaeus, 1766)";11,322136;-73,982546;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Alouatta seniculus (Linnaeus, 1766)";"Animalia";"Chordata";"Primates";"Atelidae";"Alouatta";"Alouatta seniculus";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"38";"4607296832";"Potos flavus (Schreber, 1774)";11,27213;-73,916762;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Potos flavus (Schreber, 1774)";"Animalia";"Chordata";"Carnivora";"Procyonidae";"Potos";"Potos flavus";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"39";"4607029309";"Saguinus oedipus (Linnaeus, 1758)";11,312626;-73,981074;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Saguinus oedipus (Linnaeus, 1758)";"Animalia";"Chordata";"Primates";"Callitrichidae";"Saguinus";"Saguinus oedipus";"SPECIES";"ACCEPTED";"CR";"SOUTH_AMERICA";"Magdalena";2024
"40";"4607029407";"Saguinus oedipus (Linnaeus, 1758)";11,345656;-73,804952;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Saguinus oedipus (Linnaeus, 1758)";"Animalia";"Chordata";"Primates";"Callitrichidae";"Saguinus";"Saguinus oedipus";"SPECIES";"ACCEPTED";"CR";NA;"Magdalena";2024
"41";"4847078148";"Dasyprocta punctata Gray, 1842";11,319283;-73,954675;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Dasyprocta punctata Gray, 1842";"Animalia";"Chordata";"Rodentia";"Dasyproctidae";"Dasyprocta";"Dasyprocta punctata";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"42";"4855503305";"Saguinus oedipus (Linnaeus, 1758)";11,370596;-73,833321;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Saguinus oedipus (Linnaeus, 1758)";"Animalia";"Chordata";"Primates";"Callitrichidae";"Saguinus";"Saguinus oedipus";"SPECIES";"ACCEPTED";"CR";NA;"Magdalena";2024
"43";"4855383019";"Saguinus oedipus (Linnaeus, 1758)";11,267031;-73,863227;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Saguinus oedipus (Linnaeus, 1758)";"Animalia";"Chordata";"Primates";"Callitrichidae";"Saguinus";"Saguinus oedipus";"SPECIES";"ACCEPTED";"CR";"SOUTH_AMERICA";"Magdalena";2024
"44";"4855178719";"Cebus malitiosus Elliot, 1909";11,371742;-73,931493;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Cebus malitiosus Elliot, 1909";"Animalia";"Chordata";"Primates";"Cebidae";"Cebus";"Cebus malitiosus";"SPECIES";"ACCEPTED";"EN";NA;"Magdalena";2024
"45";"4855437138";"Saguinus oedipus (Linnaeus, 1758)";11,248574;-73,80216;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Saguinus oedipus (Linnaeus, 1758)";"Animalia";"Chordata";"Primates";"Callitrichidae";"Saguinus";"Saguinus oedipus";"SPECIES";"ACCEPTED";"CR";"SOUTH_AMERICA";"Magdalena";2024
"46";"4921677980";"Alouatta seniculus (Linnaeus, 1766)";11,115997;-74,119286;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Alouatta seniculus (Linnaeus, 1766)";"Animalia";"Chordata";"Primates";"Atelidae";"Alouatta";"Alouatta seniculus";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"47";"4522619813";"Didelphis marsupialis Linnaeus, 1758";11,254375;-73,6483;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Didelphis marsupialis Linnaeus, 1758";"Animalia";"Chordata";"Didelphimorphia";"Didelphidae";"Didelphis";"Didelphis marsupialis";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"48";"4599988370";"Cebus malitiosus Elliot, 1909";11,255067;-73,995225;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Cebus malitiosus Elliot, 1909";"Animalia";"Chordata";"Primates";"Cebidae";"Cebus";"Cebus malitiosus";"SPECIES";"ACCEPTED";"EN";"SOUTH_AMERICA";"Magdalena";2024
"49";"4599745360";"Alouatta seniculus (Linnaeus, 1766)";11,098185;-74,067433;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Alouatta seniculus (Linnaeus, 1766)";"Animalia";"Chordata";"Primates";"Atelidae";"Alouatta";"Alouatta seniculus";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"50";"4535646604";"Sciurus granatensis Humboldt, 1811";11,147169;-74,124311;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Sciurus granatensis Humboldt, 1811";"Animalia";"Chordata";"Rodentia";"Sciuridae";"Sciurus";"Sciurus granatensis";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"51";"4535940856";"Cebus malitiosus Elliot, 1909";11,27988;-73,923908;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Cebus malitiosus Elliot, 1909";"Animalia";"Chordata";"Primates";"Cebidae";"Cebus";"Cebus malitiosus";"SPECIES";"ACCEPTED";"EN";"SOUTH_AMERICA";"Magdalena";2024
"52";"4535905897";"Sciurus granatensis Humboldt, 1811";11,158521;-74,13937;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Sciurus granatensis Humboldt, 1811";"Animalia";"Chordata";"Rodentia";"Sciuridae";"Sciurus";"Sciurus granatensis";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"53";"4901957637";"Alouatta seniculus (Linnaeus, 1766)";11,169746;-74,144777;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Alouatta seniculus (Linnaeus, 1766)";"Animalia";"Chordata";"Primates";"Atelidae";"Alouatta";"Alouatta seniculus";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"54";"4536025404";"Procyon cancrivorus G";10,970907;-74,248368;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Procyon cancrivorus G";"Animalia";"Chordata";"Carnivora";"Procyonidae";"Procyon";"Procyon cancrivorus";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"55";"4901046721";"Alouatta seniculus (Linnaeus, 1766)";11,293301;-73,929181;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Alouatta seniculus (Linnaeus, 1766)";"Animalia";"Chordata";"Primates";"Atelidae";"Alouatta";"Alouatta seniculus";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"56";"4596971475";"Cebus malitiosus Elliot, 1909";11,348579;-73,926363;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Cebus malitiosus Elliot, 1909";"Animalia";"Chordata";"Primates";"Cebidae";"Cebus";"Cebus malitiosus";"SPECIES";"ACCEPTED";"EN";"SOUTH_AMERICA";"Magdalena";2024
"57";"4596935634";"Alouatta seniculus (Linnaeus, 1766)";11,293116;-73,923353;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Alouatta seniculus (Linnaeus, 1766)";"Animalia";"Chordata";"Primates";"Atelidae";"Alouatta";"Alouatta seniculus";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"58";"4597397142";"Sciurus granatensis Humboldt, 1811";11,141744;-74,118417;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Sciurus granatensis Humboldt, 1811";"Animalia";"Chordata";"Rodentia";"Sciuridae";"Sciurus";"Sciurus granatensis";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"59";"4597382115";"Alouatta seniculus (Linnaeus, 1766)";11,142457;-74,113283;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Alouatta seniculus (Linnaeus, 1766)";"Animalia";"Chordata";"Primates";"Atelidae";"Alouatta";"Alouatta seniculus";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"60";"4597387164";"Alouatta seniculus (Linnaeus, 1766)";11,100918;-74,071929;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Alouatta seniculus (Linnaeus, 1766)";"Animalia";"Chordata";"Primates";"Atelidae";"Alouatta";"Alouatta seniculus";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"61";"4597071890";"Sciurus granatensis Humboldt, 1811";11,140196;-74,120189;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Sciurus granatensis Humboldt, 1811";"Animalia";"Chordata";"Rodentia";"Sciuridae";"Sciurus";"Sciurus granatensis";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"62";"4607021105";"Sciurus granatensis Humboldt, 1811";11,125095;-74,102981;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Sciurus granatensis Humboldt, 1811";"Animalia";"Chordata";"Rodentia";"Sciuridae";"Sciurus";"Sciurus granatensis";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"63";"4875409503";"Saguinus oedipus (Linnaeus, 1758)";11,31554;-73,869493;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Saguinus oedipus (Linnaeus, 1758)";"Animalia";"Chordata";"Primates";"Callitrichidae";"Saguinus";"Saguinus oedipus";"SPECIES";"ACCEPTED";"CR";"SOUTH_AMERICA";"Magdalena";2024
"64";"4901748528";"Uroderma bilobatum Peters, 1866";11,201499;-74,100074;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Uroderma bilobatum Peters, 1866";"Animalia";"Chordata";"Chiroptera";"Phyllostomidae";"Uroderma";"Uroderma bilobatum";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"65";"4597472463";"Cebus malitiosus Elliot, 1909";11,26656;-73,932929;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Cebus malitiosus Elliot, 1909";"Animalia";"Chordata";"Primates";"Cebidae";"Cebus";"Cebus malitiosus";"SPECIES";"ACCEPTED";"EN";"SOUTH_AMERICA";"Magdalena";2024
"66";"4597046930";"Sciurus granatensis Humboldt, 1811";11,24024;-74,21514;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Sciurus granatensis Humboldt, 1811";"Animalia";"Chordata";"Rodentia";"Sciuridae";"Sciurus";"Sciurus granatensis";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"67";"4846846397";"Delphinus delphis Linnaeus, 1758";11,070226;-74,233335;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Delphinus delphis Linnaeus, 1758";"Animalia";"Chordata";"Cetacea";"Delphinidae";"Delphinus";"Delphinus delphis";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"68";"4597133413";"Sciurus granatensis Humboldt, 1811";11,233632;-74,218375;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Sciurus granatensis Humboldt, 1811";"Animalia";"Chordata";"Rodentia";"Sciuridae";"Sciurus";"Sciurus granatensis";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
"69";"4901901122";"Alouatta seniculus (Linnaeus, 1766)";11,25693;-73,705384;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";"HUMAN_OBSERVATION";"PRESENT";"Alouatta seniculus (Linnaeus, 1766)";"Animalia";"Chordata";"Primates";"Atelidae";"Alouatta";"Alouatta seniculus";"SPECIES";"ACCEPTED";"LC";"SOUTH_AMERICA";"Magdalena";2024
